name,sex,length
စိုးစန္ဒာလင်း,1,4
စိုးစိုးခိုင်,1,3
စိုးစိုးငြိန်း,1,3
စိုးစိုးညွန့်,1,3
စိုးစိုးထွန်း,1,3
စိုးစိုးနွယ်,1,3
စိုးစိုးမာ,1,3
စိုးစိုးမူ,1,3
စိုးစိုးမေ,1,3
စိုးစိုးမော်,1,3
စိုးစိုးမြင့်,1,3
စိုးစိုးရီ,1,3
စိုးစိုးလွင်,1,3
စိုးစိုးလှိုင်,1,3
စိုးစိုးဝင်း,1,3
စိုးစိုးသန်း,1,3
စိုးစိုးအောင်,1,3
စိုးစိုးအေး,1,3
စိုးစိုးဦး,1,3
စိုးပပဝင်းဇော်,1,5
စိုးပြည့်,1,2
စိုးပြည့်ကလြာ,1,4
စိုးပြည့်သဇင်,1,4
စိုးမြတ်နန္ဒာ,1,4
စိုးမြတ်နိုးထွန်း,1,4
စိုးမြတ်သူဇာ,1,4
စုစုခိုင်,1,3
စုစုစံ,1,3
စုစုမောင်,1,3
စုစုလှိုင်,1,3
စုစုဝေ,1,3
စုစုအောင်,1,3
စုထက်ထက်အောင်,1,4
စုပြည့်,1,2
စုပြည့်ဌေး,1,3
စုပြည့်နိုင်,1,3
စုပြည့်ဝင်း,1,3
စုပြီ့,1,2
စုမောင်,1,2
စုမြတ်ထက်,1,3
စုမြတ်နန္ဒာအောင်,1,5
စုမြတ်ဖြူ,1,3
စုယမင်းနိုင်,1,4
စုယမင်းအောင်,1,4
စုယမင်းဦး,1,4
စုရီမောင်,1,3
စုရီအောင်,1,3
စုလင်းမာလာအောင်,1,5
စုလှိုင်,1,2
စုလှိုင်နှင်း,1,3
စုသန္တာနွယ်,1,4
စုအိန္ဒြေလှိုင်,1,4
စောကလြာဝင်း,1,4
စောကေသီ,1,3
စောကြီ,1,2
စောစန္ဒာ,1,3
စောစော,1,2
စောတင်,1,2
စောနှင်းဝေ,1,3
စောပြည့်ရတနာ,1,5
စောမူ,1,2
စောမေ,1,2
စောမြ,1,2
စောယုမွန်,1,3
စောရင်,1,2
စောရီ,1,2
စောရှင်း,1,2
စောလှနွယ်,1,3
စောသန်း,1,2
စောသြှင်မေ,1,3
စံပယ်ညို,1,3
စံပယ်မွှေး,1,3
စံပာယ်,1,2
စံပာယ်အောင်,1,3
ဆန်းကြီ,1,2
ဆန်းကြူ,1,2
ဆန်းဆန်း,1,2
ဆန်းဆန်းကြော်,1,3
ဆန်းဆန်းကြီ,1,3
ဆန်းဆန်းကြူ,1,3
ဆန်းဆန်းခိုင်,1,3
ဆန်းဆန်းခြို,1,3
ဆန်းဆန်းငွေ,1,3
ဆန်းဆန်းဆွေ,1,3
ဆန်းဆန်းညွန့်,1,3
ဆန်းဆန်းဌေး,1,3
ဆန်းဆန်းတင်,1,3
ဆန်းဆန်းတင့်,1,3
ဆန်းဆန်းထွန်း,1,3
ဆန်းဆန်းထွေး,1,3
ဆန်းဆန်းနိုင်,1,3
ဆန်းဆန်းနု,1,3
ဆန်းဆန်းနွယ်,1,3
ဆန်းဆန်းမင်း,1,3
ဆန်းဆန်းမိုး,1,3
ဆန်းဆန်းမူ,1,3
ဆန်းဆန်းမေ,1,3
ဆန်းဆန်းမော်,1,3
ဆန်းဆန်းမြ,1,3
ဆန်းဆန်းမြင့်,1,3
ဆန်းဆန်းမြိုင်,1,3
ဆန်းဆန်းယု,1,3
ဆန်းဆန်းရင်,1,3
ဆန်းဆန်းရီ,1,3
ဆန်းဆန်းရွှေ,1,3
ဆန်းဆန်းလွင်,1,3
ဆန်းဆန်းလှ,1,3
ဆန်းဆန်းလှိုင်,1,3
ဆန်းဆန်းဝင်း,1,3
ဆန်းဆန်းဝေ,1,3
ဆန်းဆန်းသိန်း,1,3
ဆန်းဆန်းအောင်,1,3
ဆန်းဆန်းအေး,1,3
ဆန်းဆန်းဦး,1,3
ဆန်းဒာ,1,2
ဆန်းနု,1,2
ဆန်းနွယ်,1,2
ဆန်းနွဲ့,1,2
ဆန်းမေ,1,2
ဆန်းမြင့်ကြီ,1,3
ဆန်းမွေး,1,2
ဆန်းယုမေ,1,3
ဆန်းယုမော်,1,3
ဆန်းရဲ,1,2
ဆန်းသီ,1,2
ဆန်းသီတာ,1,3
ဆု,1,1
ဆုဆု,1,2
ဆုဆုကြီ,1,3
ဆုဆုခင်,1,3
ဆုဆုခိုင်,1,3
ဆုဆုတင်,1,3
ဆုဆုထွေး,1,3
ဆုဆုနိုင်,1,3
ဆုဆုမော်,1,3
ဆုဆုမြင့်,1,3
ဆုဆုမွန်,1,3
ဆုဆုရီ,1,3
ဆုဆုလွင်,1,3
ဆုဆုလှိုင်,1,3
ဆုဆုဝင်း,1,3
ဆုဆုဝေ,1,3
ဆုဆုသန်း,1,3
ဆုဆုသိန်း,1,3
ဆုဆုအောင်,1,3
ဆုဆုအေး,1,3
ဆုပန်ထွာ,1,3
ဆုပိုပို,1,3
ဆုပိုပိုမောင်,1,4
ဆုမြင့်မြတ်အောင်,1,4
ဆုမြတ်ခိုင်,1,3
ဆုမြတ်နိုး,1,3
ဆုမြတ်နိုးဦး,1,4
ဆုမြတ်မိုး,1,3
ဆုမြတ်မွန်,1,3
ဆုမြတ်ဝတီ,1,4
ဆုမြတ်သက်,1,3
ဆုမြတ်သန်းလွင်အောင်,1,5
ဆုရီမွန်,1,3
ဆုရတီလင်း,1,4
ဆုလဲ့ရီ,1,3
ဆုလဲ့လဲ့နိုင်,1,4
ဆုလှိုင်,1,2
ဆုဝတီ,1,3
ဆုဝတ်ရီ,1,3
ဆုဝေနှင်း,1,3
ဆုဝေလှိုင်,1,3
ဆုသက်ညိုအောင်,1,4
ဆုသင်ဇာခင်,1,4
ဆုသဇင်ထွန်း,1,4
ဆုသန့်ဖြူစင်,1,4
ဆုသဥ္ဇာအောင်,1,4
ဆုသီရိ,1,3
ဆူးရနံ့,1,3
ဆူးရနံ့သင်း,1,4
ဆောင်းနှင်းဖြူ,1,3
ဆောင်းမိုးပွင့်,1,3
ဆောင်းသီရိ,1,3
ဆောင်းဟေမာန်,1,3
ဆွေဆွေ,1,2
ဆွေဆွေညွန့်,1,3
ဆွေဆွေတင်,1,3
ဆွေဆွေနွယ်,1,3
ဆွေဆွေမော်,1,3
ဆွေဆွေမြင့်,1,3
ဆွေဆွေမွန်,1,3
ဆွေဆွေလွင်,1,3
ဆွေဆွေလှ,1,3
ဆွေဆွေဝင်း,1,3
ဆွေဆွေသင်း,1,3
ဆွေဆွေသန်း,1,3
ဆွေဆွေသိန်း,1,3
ဆွေဆွေအောင်,1,3
ဆွေဆွေအေး,1,3
ဆွေဆွေဦး,1,3
ဆွေဇင်လဲ့,1,3
ဆွေဇင်ဝင်း,1,3
ဆွေရင်,1,2
ဇင်စန္ဒာလွင်,1,4
ဇင်ဇင်ဇော်မြင့်,1,4
ဇင်ဇင်ဇော်မြင့်,1,4
ဇင်ဇင်မာ,1,3
ဇင်ဇင်မြိုး,1,3
ဇင်ဇင်သိန်း,1,3
ဇင်ပွင့်ဖြူ,1,3
ဇင်မာ,1,2
ဇင်မာစိုး,1,3
ဇင်မာတင်ဝင်း,1,4
ဇင်မာထွန်း,1,3
ဇင်မာမြင့်,1,3
ဇင်မာလာနွယ်,1,4
ဇင်မာလွင်,1,3
ဇင်မာဝင်း,1,3
ဇင်မာအောင်,1,3
ဇင်မာဦး,1,3
ဇင်မီမီဇော်,1,4
ဇင်မီမီထက်,1,4
ဇင်မီမီထွဋ်,1,4
ဇင်မီမီသော်,1,4
ဇင်မေ,1,2
ဇင်မေသူအောင်,1,4
ဇင်မေဦး,1,3
ဇင်လဲ့ဖြူ,1,3
ဇင်ဝာလှိုင်,1,3
ဇင်ဝေဝေဖြိုး,1,4
ဇာခြီခြို,1,3
ဇာခြီဖြိုး,1,3
ဇာခြီမိုး,1,3
ဇာခြီရဲထွန်း,1,4
ဇာခြီလင်း,1,3
ဇာခြီဝင်း,1,3
ဇာခြီသိန်း,1,3
ဇာဇာမွန်,1,3
ဇာနီဝင့်ဝာ,1,4
ဇာလီဖြိုး,1,3
ဇိုဝီဝင်းဝင်း,1,4
ဇီဇဝာ,1,3
ဇူးဇင်ဇော်ဝင်း,1,4
ဇူးဇူးဇော်,1,3
ဇူးဇူးဇော်ဝင်း,1,4
ဇွန်နှင်းပွင့်အောင်,1,4
ဇွန်ဖူးဝေ,1,3
ဇွန်မီမီမောင်,1,4
ဇွန်သူဇာထွေး,1,4
ဇွဲကပင်ထူး,1,4
ဇွဲမွန်မြတ်,1,3
ညိုညို,1,2
ညိုညိုခင်,1,3
ညိုညိုစိန်,1,3
ညိုညိုဆန်း,1,3
ညိုညိုတင်,1,3
ညိုညိုမာ,1,3
ညိုညိုမြင့်,1,3
ညိုညိုလွင်,1,3
ညိုညိုဝင်း,1,3
ညိုညိုသန်း,1,3
ညိုညိုသိန်း,1,3
ညိုညိုအောင်,1,3
ညိုညိုအေး,1,3
ညွန့်ညွန့်,1,2
ညွန့်ညွန့်ကြီ,1,3
ညွန့်ညွန့်ခင်,1,3
ညွန့်ညွန့်ခိုင်,1,3
ညွန့်ညွန့်စိန်,1,3
ညွန့်ညွန့်ဆွေ,1,3
ညွန့်ညွန့်ဌေး,1,3
ညွန့်ညွန့်တင်,1,3
ညွန့်ညွန့်မေ,1,3
ညွန့်ညွန့်ရီ,1,3
ညွန့်ညွန့်ရွှေ,1,3
ညွန့်ညွန့်လွင်,1,3
ညွန့်ညွန့်ဝင်း,1,3
ညွန့်ညွန့်ဝေ,1,3
ညွန့်ညွန့်သန်း,1,3
ညွန့်ညွန့်အေး,1,3
ညွန့်မေ,1,2
ဌေးကြီ,1,2
ဌေးခင်,1,2
ဌေးဌေး,1,2
ဌေးဌေးကြီ,1,3
ဌေးဌေးကြူ,1,3
ဌေးဌေးခိုင်,1,3
ဌေးဌေးစိန်,1,3
ဌေးဌေးညွန့်,1,3
ဌေးဌေးနိုင်,1,3
ဌေးဌေးနွယ်,1,3
ဌေးဌေးမော်,1,3
ဌေးဌေးမြင့်,1,3
ဌေးဌေးရင်,1,3
ဌေးဌေးရီ,1,3
ဌေးဌေးလွင်,1,3
ဌေးဌေးလှိုင်,1,3
ဌေးဌေးဝင်း,1,3
ဌေးဌေးဝေ,1,3
ဌေးဌေးသန်း,1,3
ဌေးဌေးအောင်,1,3
ဌေးဌေးအေး,1,3
ဌေးဌေးဦး,1,3
ဌေးရီ,1,2
ဌေးရွှေစင်ရှိန်,1,4
တင့်တင့်ထွန်း,1,3
တင်ဆု,1,2
တင်ဇာခိုင်,1,3
တင်ဇာလှိုင်,1,3
တင်တင်,1,2
တင်တင်ကြော်,1,3
တင်တင်ကြီ,1,3
တင်တင်ကြီး,1,3
တင်တင်ခိုင်,1,3
တင်တင်ခြို,1,3
တင်တင်စိန်,1,3
တင်တင်စိုး,1,3
တင်တင်စော,1,3
တင်တင်ဆန်း,1,3
တင်တင်ဆု,1,3
တင်တင်ဆွေ,1,3
တင်တင်ညို,1,3
တင်တင်ညွန့်,1,3
တင်တင်ဌေး,1,3
တင်တင်ထွေး,1,3
တင်တင်နိုင်,1,3
တင်တင်နု,1,3
တင်တင်နွယ်,1,3
တင်တင်မာ,1,3
တင်တင်မိုး,1,3
တင်တင်မူ,1,3
တင်တင်မေ,1,3
တင်တင်မော်,1,3
တင်တင်မြ,1,3
တင်တင်မြင့်,1,3
တင်တင်မြတ်,1,3
တင်တင်မြိုင်,1,3
တင်တင်မွေး,1,3
တင်တင်ယု,1,3
တင်တင်ရီ,1,3
တင်တင်ရွှေ,1,3
တင်တင်လက်,1,3
တင်တင်လေး,1,3
တင်တင်လွင်,1,3
တင်တင်လှ,1,3
တင်တင်လှိုင်,1,3
တင်တင်ဝင်း,1,3
တင်တင်ဝေ,1,3
တင်တင်သန်း,1,3
တင်တင်သိန်း,1,3
တင်တင်သောင်း,1,3
တင်တင်အုံး,1,3
တင်တင်အောင်,1,3
တင်တင်အေး,1,3
တင်တင်ဦး,1,3
တင်ထက်ထက်ထွန်း,1,4
တင်နီလာဝင်း,1,4
တင်နုရီ,1,3
တင်နွယ်ရီ,1,3
တင်နွယ်အေး,1,3
တင်နွယ်ဦး,1,3
တင်ပူ,1,2
တင်မမ,1,3
တင်မာကြီ,1,3
တင်မာကြိုင်,1,3
တင်မာခြို,1,3
တင်မာမြင့်,1,3
တင်မာရီ,1,3
တင်မာဝင်း,1,3
တင်မာဝေ,1,3
တင်မာအေး,1,3
တင်မာဦး,1,3
တင်မိုးခိုင်,1,3
တင်မိုးဝေ,1,3
တင်မိုးသူ,1,3
တင်မီ,1,2
တင်မီမီလင်း,1,4
တင်မေ,1,2
တင်မေဝင်း,1,3
တင်မေဦး,1,3
တင်ရတနာအောင်,1,5
တင်ရဲ,1,2
တင်လတ်နန္ဒာ,1,4
တင်လေးနွယ်,1,3
တင်လေးမြင့်,1,3
တင်အိ,1,2
တင်အေးကြီ,1,3
တင်အေးမူ,1,3
တင်အေးသန့်,1,3
တင့်တင့်,1,2
တင့်တင့်ထွန်း,1,3
တင့်တင့်ဝေ,1,3
တာရာခင်,1,3
တိုးကြီ,1,2
တိုးတိုး,1,2
တိုးတိုးမြင့်,1,3
တိုးတိုးလွင်,1,3
တိုးတိုးအောင်,1,3
တိုးရီ,1,2
တိုးဧကရီ,1,4
တူးတူးလွင်,1,3
ထက်ထက်စုခိုင်,1,4
ထက်ထက်ထွန်း,1,3
ထက်ထက်ပြည့်ကြော်,1,4
ထက်ထက်မိုး,1,3
ထက်ထက်မိုးအေး,1,4
ထက်ထက်မိုးဦး,1,4
ထက်ထက်မွန်,1,3
ထက်ထက်လင်း,1,3
ထက်ထက်လှိုင်,1,3
ထက်ထက်လှိုင်ဝင်း,1,4
ထက်ထက်ဝင့်,1,3
ထက်ထက်ဝင်း,1,3
ထက်ထက်ဝင်းလှိုင်,1,4
ထက်ထက်ဝတ်ရီ,1,4
ထက်ထက်ဝေ,1,3
ထက်ထက်သာ,1,3
ထက်ထက်သူ,1,3
ထက်ထက်အောင်,1,3
ထက်ထက်အေး,1,3
ထက်ထက်အေးခြန်း,1,4
ထက်ထက်ဦး,1,3
ထက်နဒီဦး,1,4
ထက်နန္ဒာ,1,3
ထက်ပြည့်ပြည့်လွင်,1,4
ထက်မိုးမြင့်အောင်,1,4
ထက်မေလင်း,1,3
ထက်မြတ်နိုး,1,3
ထက်မြတ်ဟန်,1,3
ထက်ယမင်း,1,3
ထက်ယမင်းဦး,1,4
ထက်ယမုံ,1,3
ထက်ယုဝေ,1,3
ထက်ရတနာ,1,4
ထက်ရတနာအောင်,1,5
ထက်ရွှေစင်,1,3
ထက်ဝတ်ရီဦး,1,4
ထက်သီရိ,1,3
ထက်သီရိကို,1,4
ထက်သီရိခိုင်,1,4
ထက်သီရိရွှေ,1,4
ထက်သူဇာကြော်,1,4
ထက်သော်တာ,1,3
ထက်အိန္ဒြာနိုင်,1,4
ထားကြီ,1,2
ထားထား,1,2
ထားထားခိုင်,1,3
ထားထားနွယ်,1,3
ထားထားမြင့်,1,3
ထားထားရီ,1,3
ထားထားလွင်,1,3
ထားထားဝင်း,1,3
ထားထားအေး,1,3
ထားထားဦး,1,3
ထားရီ,1,2
ထိပ်ထားစံ,1,3
ထိုက်ထိုက်,1,2
ထူးထူးဝေ,1,3
ထူးထူးအောင်,1,3
ထူးပြည့်ဝိုင်း,1,3
ထူးရတီနိုင်,1,4
ထွန်းနန္နာ,1,3
ထွေးစိန်,1,2
ထွေးတင်,1,2
ထွေးထွေး,1,2
ထွေးထွေးကြီ,1,3
ထွေးထွေးခိုင်,1,3
ထွေးထွေးညွန့်,1,3
ထွေးထွေးမြင့်,1,3
ထွေးထွေးမြင့်,1,3
ထွေးထွေးမွန်,1,3
ထွေးထွေးရီ,1,3
ထွေးထွေးလှ,1,3
ထွေးထွေးဝင်း,1,3
